X,Y,name,type,group,county,note,website,address,point_x,point_y,source,link_id,cms_link,filename
-122.508719999827974,37.939051143989566,Noriega Beach Cleanup,Meeting Place,Ocean Beach,San Francisco,,,,   -122.50872000000,     37.75283100040,All Maria and Galena sites,75,69,NoriegaB69.html
-122.509682000124116,37.946463337662465,Ocean Beach and Judah,Meeting Place,Ocean Beach,San Francisco,,,,   -122.50968200000,     37.76023099990,All Maria and Galena sites,76,70,OceanBea70.html
-122.511196999841516,37.95338571510203,Ocean Beach,Park,Ocean Beach,San Francisco,,http://www.parksconservancy.org/visit/park-sites/ocean-beach.html,"Point Lobos Avenue/Great Highway, San Francisco, CA 94121",   -122.51119700000,     37.76714200020,"Harvested from the GGNPC website, 10/14/2011",9999,71,OceanBea71.html
-122.510234406892167,37.955609573560885,Restroom,Restroom,Ocean Beach,San Francisco,,,,   -122.51023440700,     37.76936220600,"Ally Gregg-Zellars, 1/3/12",0,72,Restroom72.html
-122.510994000372648,37.955671469424573,"Ocean Beach, Stairwell 17",Meeting Place,Ocean Beach,San Francisco,,,,   -122.51099400000,     37.76942400020,All Maria and Galena sites,73,73,OceanBea73.html
-122.510234406892167,37.955711065049051,Beach Chalet,Cafe,Ocean Beach,San Francisco,,,,   -122.51023440700,     37.76946353080,"Ally Gregg-Zellars, 1/3/12",0,74,BeachCha74.html
-122.511497000186225,37.955790665260722,Ocean Beach,Beach,Ocean Beach,San Francisco,,,,   -122.51149700000,     37.76954300030,2011 Junior Rangers,189,75,OceanBea75.html
-122.511696741965167,37.960810261731545,Ocean Beach-Stairwell # 5,Meeting Place,Ocean Beach,San Francisco,,,,   -122.51169674200,     37.77455435650,All Maria and Galena sites,70,76,OceanBea76.html
-122.511108000233918,37.961441941517577,Sutro Dunes Meeting Location,Meeting Place,Sutro Historic District,San Francisco,,,,   -122.51110800000,     37.77518499970,All Maria and Galena sites,78,77,SutroDun77.html
-122.510036113575566,37.961484467393142,Balboa Staircase,Trailhead,Sutro Historic District,San Francisco,,,,   -122.51003611400,     37.77522745580,from Trails_pts_100ft_20111121,0,78,BalboaSt78.html
-122.50920899989525,37.963301993511259,Sutro Slope,Meeting Place,Sutro Historic District,San Francisco,,,,   -122.50920900000,     37.77704199990,All Maria and Galena sites,77,79,SutroSlo79.html
-122.509333544307452,37.963668102856893,48th to Sutro Loop Trail,Trailhead,Sutro Historic District,San Francisco,,,,   -122.50933354400,     37.77740750860,from Trails_pts_100ft_20111121,0,80,48thtoSu80.html
-122.511124000072442,37.964166411725408,Sutro Heights Park,Site of Interest,Sutro Historic District,San Francisco,,,,   -122.51112400000,     37.77790500010,2011 Junior Rangers,204,81,SutroHei81.html
-122.511575300559471,37.9642312602899,Sutro Historic District,Park,Sutro Historic District,San Francisco,,http://www.parksconservancy.org/visit/park-sites/sutro-historic-district.html,"Point Lobos Avenue/El Camino Del Mar, San Francisco, CA 94121",   -122.51157530100,     37.77796974230,"Harvested from the GGNPC website, 10/14/2011",9999,82,SutroHis82.html
-122.513900000384552,37.964562060918674,Cliff House,Park,Cliff House,San Francisco,,http://www.parksconservancy.org/visit/park-sites/cliff-house.html,"1090 Point Lobos Avenue, San Francisco, CA 94121",   -122.51390000000,     37.77830000030,"Harvested from the GGNPC website, 10/14/2011",9999,83,CliffHou83.html
-122.514035035388417,37.964692929074445,Sutro's at the Cliff House,Cafe,Cliff House,San Francisco,,http://www.cliffhouse.com/,"1090 Point Lobos Avenue, San Francisco, CA 94121",   -122.51403503500,     37.77843065390,"Updated Sara Solomon, 4/17/2013",0,84,CliffHou84.html
-122.511888811419311,37.965136013417755,"Parking Lot, Sutro Park (RN P904)",Parking Lot,Sutro Historic District,San Francisco,,,,   -122.51188881100,     37.77887301150,from O:\gis_projects\_Parkwide\park_locations_2011\NAD83_UTM10\GGNRAParking_pts_201111.shp,0,85,ParkingL85.html
-122.512802777126268,37.965513123172613,Louis' Restaurant,Cafe,Lands End,San Francisco,,http://louissf.com/,,   -122.51280277700,     37.77924950280,"Updated Sara Solomon, 4/17/2013",0,86,LouisRes86.html
-122.509887999731248,37.965893243366295,Sutro Heights Meeting Location,Meeting Place,Sutro Historic District,San Francisco,,,,   -122.50988800000,     37.77962899960,All Maria and Galena sites,81,87,SutroHei87.html
-122.51154830920693,37.965938085153759,Lands End Lookout Visitor Center,Visitor Center,Lands End,San Francisco,,,,   -122.51154830900,     37.77967376780,"added by M. Norelli, test data",0,88,LandsEnd88.html
-122.509805621831802,37.966020524499896,Sutro Heights Loop Trail,Trailhead,Sutro Historic District,San Francisco,,,,   -122.50980562200,     37.77975607200,from Trails_pts_100ft_20111121,0,89,SutroHei89.html
-122.511303384243703,37.966499498349386,Lands End Parking Lot,Parking Lot,Lands End,San Francisco,,,,   -122.51130338400,     37.78023426040,Presidio and San Francisco Restoration sites,18,90,LandsEnd90.html
-122.514153000360537,37.966970009139693,Sutro Baths,Site of Interest,Lands End,San Francisco,,,,   -122.51415300000,     37.78070399970,2011 Junior Rangers,188,91,SutroBat91.html
-122.510095479622478,37.9670092731685,Oceanview Trailhead,Trailhead,Lands End,San Francisco,,,,   -122.51009548000,     37.78074319930,"M. Norelli, 2/16/2012",0,92,Oceanvie92.html
-122.511741999793244,37.967039122946318,Lands End meeting location,Meeting Place,Lands End,San Francisco,,,,   -122.51174200000,     37.78077300020,Park Stewardship Restoration Sites and Meeting Locations,124,93,LandsEnd93.html
-122.511450407210376,37.967052973632264,Lands End,Bike Rack,Lands End,San Francisco,,,,   -122.51145040700,     37.78078682810,"Ally Gregg-Zellars, 1/3/12",0,94,LandsEnd94.html
-122.511727717659838,37.967225514477541,Lands End Trailhead,Trailhead,Lands End,San Francisco,,,,   -122.51172771800,     37.78095908610,"Michael Norelli, 1/3/12",0,95,LandsEnd95.html
-122.514340770709865,37.96738782494208,Overlook,Overlook,Lands End,San Francisco,,,,   -122.51434077100,     37.78112113040,"M. Norelli, 2/16/2012",0,96,Overlook96.html
-122.509609321412853,37.967861825332335,West Fort Miley,Site of Interest,Lands End,San Francisco,,,,   -122.50960932100,     37.78159435370,"Mike Hsu, 2/14/2012",0,97,WestFort97.html
-122.511741999793244,37.968208039256773,LANDS END,Restoration Site,Lands End,San Francisco,,,,   -122.51174200000,     37.78194000000,Park Stewardship Restoration Sites and Meeting Locations,154,98,LANDSEND98.html
-122.509055756317949,37.96823365076807,"Parking Lot, Fort Miley West",Parking Lot,Lands End,San Francisco,,,,   -122.50905575600,     37.78196556960,from O:\gis_projects\_Parkwide\park_locations_2011\NAD83_UTM10\GGNRAParking_pts_201111.shp,0,99,ParkingL99.html
-122.493673763733057,37.968289532721663,Playground,Site of Interest,Lands End,San Francisco,,,,   -122.49367376400,     37.78202135990,"M. Norelli, 2/16/2012",0,100,Playgrou100.html
-122.502102579570263,37.968356997145129,East Fort Miley,Site of Interest,Lands End,San Francisco,,,,   -122.50210258000,     37.78208871370,"M. Norelli, 2/16/2012",0,101,EastFort101.html
-122.494439950143459,37.968418235246411,Lincoln Park Golf Course Clubhouse,Building,Lands End,San Francisco,,,,   -122.49443995000,     37.78214985140,"M. Norelli, 2/16/2012",0,102,LincolnP102.html
-122.504826597269499,37.968440950688553,Veteran's Administration Hospital,Building,Lands End,San Francisco,,,,   -122.50482659700,     37.78217252960,"M. Norelli, 2/16/2012",0,103,Veterans103.html
-122.495301315403196,37.968508802453194,Parking,Parking Lot,Lands End,San Francisco,,,,   -122.49530131500,     37.78224027020,"M. Norelli, 2/16/2012",0,104,Parking104.html
-122.510098079562553,37.969028423669613,Octogon House,Site of Interest,Lands End,San Francisco,,,,   -122.51009808000,     37.78275903960,"Michael Norelli, 1/3/12",0,105,OctogonH105.html
-122.510978999680944,37.96911051885273,Memorial Parking Lot,Parking Lot,Lands End,San Francisco,,,,   -122.51097900000,     37.78284100020,All Maria and Galena sites,98,106,Memorial106.html
-122.510415107670951,37.969376539088024,Portable Restroom,Restroom,Lands End,San Francisco,,,,   -122.51041510800,     37.78310658440,"Monica Stafford, 1/3/12",0,107,Portable107.html
-122.511303864481576,37.96965516057741,Memorial Parking Lot meeting location,Meeting Place,Lands End,San Francisco,,,,   -122.51130386400,     37.78338474920,Park Stewardship Restoration Sites and Meeting Locations,171,108,Memorial108.html
-122.511391065445196,37.969684565342789,Lifesaving Station Overlook,Overlook,Lands End,San Francisco,,,,   -122.51139106500,     37.78341410580,"Mike Hsu, 2/14/2012",0,109,Lifesavi109.html
-122.497495971461774,37.970303478723622,Lincoln Park Golf Course,Site of Interest,Lands End,San Francisco,,,,   -122.49749597100,     37.78403200480,"M. Norelli, 2/16/2012",0,110,LincolnP110.html
-122.509253453383977,37.97035088954307,Mile Rock Overlook,Overlook,Lands End,San Francisco,,,,   -122.50925345300,     37.78407933790,"Mike Hsu, 2/14/2012",0,111,MileRock111.html
-122.500375119515979,37.971209158426085,Palace of the Legion of Honor,Building,Lands End,San Francisco,,,,   -122.50037512000,     37.78493620020,"M. Norelli, 2/16/2012",0,112,Palaceof112.html
-122.500499335675642,37.972039494296432,East Wash - Legion of Honor,Meeting Place,Lands End,San Francisco,,,,   -122.50049933600,     37.78576517550,Presidio and San Francisco Restoration sites,10,113,EastWash113.html
-122.505585000047589,37.972212602448963,West Wash- a Lands End restoration sub-site,Restoration Site,Lands End,San Francisco,,,,   -122.50558500000,     37.78593800000,Park Stewardship Restoration Sites and Meeting Locations,125,114,WestWash114.html
-122.505213192434709,37.972432998883313,"Parking Lot, Golf Cart Access",Parking Lot,Lands End,San Francisco,,,,   -122.50521319200,     37.78615803540,from O:\gis_projects\_Parkwide\park_locations_2011\NAD83_UTM10\GGNRAParking_pts_201111.shp,0,115,ParkingL115.html
-122.4941790001605,37.972717429424939,Eagle's Point volunteer meeting location,Meeting Place,Lands End,San Francisco,,,,   -122.49417900000,     37.78644199990,Park Stewardship Restoration Sites and Meeting Locations,128,116,EaglesPo116.html
-122.505067000441528,37.972925770456662,Lands End,Park,Lands End,San Francisco,,http://www.parksconservancy.org/visit/park-sites/lands-end.html,"El Camino Del Mar, San Francisco, CA 94121",   -122.50506700000,     37.78664999960,"Harvested from the GGNPC website, 10/14/2011",9999,117,LandsEnd117.html
-122.494656612112806,37.973038538633546,Eagle's Point Overlook,Overlook,Lands End,San Francisco,,,,   -122.49465661200,     37.78676258300,"Monica Stafford, 1/3/12",0,118,EaglesPo118.html
-122.217590000278179,37.973202223501339,Peralta Hacienda,Site of Interest,Crissy Field,Alameda,,,,   -122.21759000000,     37.78692599970,2011 Junior Rangers,202,119,PeraltaH119.html
-122.471358178936669,37.973247840801243,Mountain Lake Playground,Site of Interest,Presidio of San Francisco,San Francisco,,,,   -122.47135817900,     37.78697154230,"M. Norelli, 2/16/2012",0,120,Mountain120.html
-122.500586999790073,37.973263323713233,East Wash - a Lands End restoration sub-site,Restoration Site,Lands End,San Francisco,,,,   -122.50058700000,     37.78698699990,Park Stewardship Restoration Sites and Meeting Locations,127,121,EastWash121.html
-122.474431150676921,37.973277541004322,15th Avenue Gate,Access,Presidio of San Francisco,San Francisco,,,,   -122.47443115100,     37.78700119390,"Mike Hsu, 2/14/2012",0,122,15thAven122.html
-122.471762686798343,37.973301466192773,Restroom,Restroom,Presidio of San Francisco,San Francisco,,,,   -122.47176268700,     37.78702507980,"M. Norelli, 2/16/2012",0,123,Restroom123.html
-122.4733527223501,37.973490188723481,14th Avenue Gate,Access,Presidio of San Francisco,San Francisco,,,,   -122.47335272200,     37.78721349320,"Mike Hsu, 2/14/2012",0,124,14thAven124.html
-122.506186999929966,37.973576837355814,Mile Rock Beach,Beach,Lands End,San Francisco,,,,   -122.50618700000,     37.78729999990,2011 Junior Rangers,187,125,MileRock125.html
-122.473855051269439,37.973669476291086,Parking,Parking Lot,Presidio of San Francisco,San Francisco,,,,   -122.47385505100,     37.78739248710,from O:\gis_projects\_Parkwide\park_locations_2011\NAD83_UTM10\GGNRAParking_pts_201111.shp,0,126,Parking126.html
-122.490555000312938,37.973714062172874,China Beach Parking Lot,Parking Lot,China Beach,San Francisco,,,,   -122.49055500000,     37.78743699990,All Maria and Galena sites,87,127,ChinaBea127.html
